CCDS30547.1	69090	70008
CCDS41221.1	621095	622034
CCDS2.2	861321	879533
CCDS3.1	880073	894620
CCDS30550.1	896073	900571
CCDS53256.1	901911	909955
CCDS4.1	901911	909955
CCDS44034.1	934438	935353
CCDS5.1	934438	935353
CCDS6.1	948953	949858
CCDS30551.1	955552	990361
CCDS53257.1	1007196	1007946
CCDS7.2	1018272	1026923
CCDS44036.1	1114595	1133227
CCDS8.1	1115433	1120522
CCDS9.1	1138970	1141951
CCDS30552.1	1139223	1141951
CCDS10.1	1139223	1141951
CCDS11.1	1146934	1149507
CCDS30553.1	1152891	1164173
CCDS12.1	1153049	1164173
CCDS13.1	1167658	1168648
CCDS30554.1	1177927	1182070
CCDS16.1	1190582	1198741
CCDS15.1	1190582	1203372
CCDS14.1	1190582	1203372
CCDS44037.2	1216041	1226990
CCDS19.2	1228943	1243195
CCDS20.1	1244023	1246759
CCDS57961.1	1247238	1259988
CCDS57960.1	1247238	1257333
CCDS57959.1	1247238	1256414
CCDS21.1	1247238	1259988
CCDS30555.1	1262290	1263143
CCDS30556.1	1266725	1269844
CCDS22.1	1271521	1284445
CCDS59951.1	1288680	1293884
CCDS59952.1	1288983	1296643
CCDS59950.1	1288983	1293884
CCDS24.1	1288983	1293884
CCDS25.1	1309180	1310136
CCDS30557.1	1322610	1334686
CCDS30558.1	1328161	1334686
CCDS26.1	1337462	1342597
CCDS55558.1	1354479	1356385
CCDS57962.1	1354613	1356385
CCDS57963.1	1354921	1356385
CCDS57964.1	1361507	1363167
CCDS28.2	1371128	1372823
CCDS27.1	1371128	1375167
CCDS44039.1	1386063	1403910
CCDS30.1	1407264	1431197
CCDS53259.1	1447648	1469452
CCDS31.1	1447648	1469452
CCDS53260.1	1451423	1469452
CCDS44040.1	1470738	1475726
CCDS32.1	1477445	1509937
CCDS55559.1	1534714	1535395
CCDS53263.1	1550839	1565910
CCDS53262.1	1550839	1565910
CCDS53261.1	1550839	1565910
CCDS41224.2	1550839	1565910
CCDS53264.1	1558832	1565681
CCDS30559.1	1567597	1570001
CCDS44041.1	1597220	1608138
CCDS44043.1	1634345	1654257
CCDS44042.1	1634345	1654257
CCDS55560.1	1656852	1670996
CCDS33.1	1663893	1670996
CCDS55562.1	1684342	1696845
CCDS55561.1	1684342	1689970
CCDS30565.1	1684342	1696845
CCDS34.1	1718769	1756892
CCDS30566.1	1846719	1848632
CCDS35.1	1849320	1850704
CCDS36.1	1950862	1961721
CCDS37.1	1982069	2116448
CCDS55563.1	2005692	2116448
CCDS41229.1	2075777	2116448
CCDS38.2	2121147	2126188
CCDS57965.1	2121215	2126188
CCDS39.1	2160205	2238204
CCDS40.1	2252821	2322972
CCDS41232.1	2327229	2334563
CCDS44045.1	2337204	2343941
CCDS41.1	2337204	2343941
CCDS59959.1	2408027	2436652
CCDS42.1	2440285	2458026
CCDS41233.1	2460907	2461603
CCDS44046.1	2488103	2494712
CCDS55564.1	2518234	2520866
CCDS44.2	2518234	2520866
CCDS30569.2	2522428	2560923
CCDS55565.1	2572806	2706156
CCDS45.1	2938250	2939384
CCDS44048.2	2985823	3350375
CCDS41236.2	2985823	3350375
CCDS46.2	3379648	3397151
CCDS41237.1	3407091	3527832
CCDS47.1	3541636	3545167
CCDS48.1	3547538	3566563
CCDS59965.1	3598929	3649326
CCDS55568.1	3598929	3649643
CCDS55567.1	3598929	3649643
CCDS55566.1	3598929	3649326
CCDS49.1	3598929	3649643
CCDS44051.1	3607469	3648119
CCDS44050.1	3607469	3649326
CCDS44049.1	3607469	3649643
CCDS55569.1	3624139	3649643
CCDS50.1	3669045	3688087
CCDS57966.1	3691937	3692485
CCDS51.1	3697651	3713040
CCDS30571.1	3731965	3768971
CCDS52.1	3774167	3800305
CCDS53.1	3806523	3816750
CCDS54.1	4715485	4834559
CCDS44052.1	5923324	6046349
CCDS56.1	6100628	6158634
CCDS55.1	6100628	6158634
CCDS55570.1	6111596	6158634
CCDS55571.1	6142254	6158634
CCDS57.1	6166339	6240083
CCDS58.1	6246731	6259633
CCDS59.2	6266595	6279467
CCDS61.1	6285139	6295971
CCDS41238.1	6304425	6305567
CCDS64.1	6309397	6314965
CCDS30573.1	6324656	6453459
CCDS67.1	6324656	6418905
CCDS66.1	6324656	6420712
CCDS65.1	6324656	6445726
CCDS30574.1	6478932	6479880
CCDS70.1	6485015	6520206
CCDS75.1	6521493	6526167
CCDS74.1	6521493	6526167
CCDS73.1	6521493	6526167
CCDS72.1	6521493	6526167
CCDS71.1	6521493	6526167
CCDS57969.1	6527622	6557091
CCDS57968.1	6527622	6545503
CCDS41241.1	6527622	6557383
CCDS41240.1	6527622	6579571
CCDS79.1	6527622	6537631
CCDS57967.1	6527902	6537631
CCDS80.1	6585913	6614562
CCDS82.1	6615433	6639644
CCDS81.1	6615433	6639644
CCDS84.1	6640669	6649272
CCDS30575.1	6653424	6662877
CCDS85.1	6674126	6681697
CCDS55573.1	6685278	6693137
CCDS55572.1	6685278	6693137
CCDS86.1	6685278	6694148
CCDS87.1	6695734	6761860
CCDS55575.1	6845590	6947785
CCDS55574.1	6845590	6931825
CCDS30576.1	6845590	7826551
CCDS88.1	7831443	7839705
CCDS89.1	7844937	7902815
CCDS91.1	7907825	7913063
CCDS90.1	7907825	7913491
CCDS92.1	7980894	8000054
CCDS93.1	8022845	8045114
CCDS94.1	8073269	8075679
CCDS30577.1	8384389	8404073
CCDS41243.1	8415146	8424193
CCDS95.1	8415146	8716356
CCDS97.1	8921418	8934967
CCDS57971.1	9005945	9034763
CCDS57970.1	9005945	9034503
CCDS30578.1	9005945	9034763
CCDS98.2	9063358	9086404
CCDS99.1	9097644	9129595
CCDS44054.1	9101679	9129595
CCDS100.2	9164477	9189086
CCDS101.1	9304993	9324928
CCDS102.1	9415950	9427634
CCDS103.1	9599750	9642559
CCDS44055.2	9648988	9673141
CCDS30579.1	9648988	9662349
CCDS104.1	9770513	9787104
CCDS30580.1	9790565	9883791
CCDS105.1	9790565	9883791
CCDS106.1	9910775	9932122
CCDS107.1	9990456	9996677
CCDS108.1	10032131	10042759
CCDS109.1	10057316	10075890
CCDS41245.1	10093728	10240014
CCDS110.1	10093728	10240014
CCDS112.1	10292386	10364705
CCDS111.1	10292386	10436645
CCDS113.1	10459174	10479806
CCDS53266.1	10490574	10511458
CCDS115.1	10490574	10502462
CCDS114.1	10490574	10511652
CCDS117.2	10510280	10511652
CCDS118.1	10521546	10532515
CCDS119.1	10523090	10532515
CCDS30582.1	10535023	10690044
CCDS41246.1	10698998	10753946
CCDS120.2	10707853	10753946
CCDS53267.1	11007719	11042094
CCDS122.1	11073784	11082711
CCDS123.1	11086941	11107264
CCDS124.1	11104996	11107264
CCDS125.1	11114921	11120000
CCDS30584.1	11126774	11159888
CCDS126.1	11126774	11159888
CCDS127.1	11167541	11319466
CCDS128.1	11249636	11255080
CCDS129.1	11333588	11346188
CCDS41247.1	11561049	11596743
CCDS130.1	11708750	11714397
CCDS132.1	11715892	11721330
CCDS131.1	11715892	11721362
CCDS133.1	11728715	11733908
CCDS134.1	11734831	11740658
CCDS135.1	11766315	11779753
CCDS44056.1	11796265	11810161
CCDS41248.1	11796265	11808650
CCDS30586.1	11796265	11810161
CCDS30585.1	11796265	11810249
CCDS136.1	11796265	11810249
CCDS137.1	11850736	11863173
CCDS57972.1	11866319	11900280
CCDS138.1	11866319	11900280
CCDS139.1	11906065	11907741
CCDS140.1	11917711	11918890
CCDS141.1	11980371	11986294
CCDS142.1	11994836	12034865
CCDS30587.1	12049225	12071622
CCDS143.1	12081783	12091865
CCDS144.1	12123655	12202588
CCDS59989.1	12164500	12202588
CCDS145.1	12227148	12267077
CCDS30589.1	12294323	12569078
CCDS30588.1	12294323	12569078
CCDS146.1	12628368	12677353
CCDS30590.1	12704565	12726746
CCDS41253.1	12779479	12785963
CCDS147.1	12806378	12820884
CCDS41254.1	12835010	12837742
CCDS148.1	12853376	12856145
CCDS53268.1	12884799	12888523
CCDS30591.1	12907260	12908142
CCDS149.1	12918864	12921634
CCDS30592.1	12939364	12943215
CCDS41255.1	12952746	12955678
CCDS30593.1	12977512	12980233
CCDS30594.1	12998504	13002348
CCDS41258.1	13474688	13477522
CCDS44059.1	13644799	13648656
CCDS41264.1	13716117	13718962
CCDS41265.1	13742811	13747733
CCDS53269.1	13802313	13840088
CCDS41266.1	13910300	13942406
CCDS30602.1	13910300	13942406
CCDS53270.1	13933726	13942406
CCDS44060.1	13933726	13942406
CCDS44061.1	14042100	14149679
CCDS151.1	14042100	14113022
CCDS150.1	14042100	14143042
CCDS30603.1	14099664	14113022
CCDS41267.1	14925493	15392293
CCDS152.2	14925493	15441131
CCDS30604.1	15250860	15392293
CCDS41268.1	15287235	15392293
CCDS59992.1	15490839	15497774
CCDS59993.1	15494990	15497774
CCDS154.1	15541583	15546239
CCDS155.1	15736467	15755220
CCDS156.1	15764960	15773084
CCDS157.1	15783248	15798502
CCDS30605.1	15802620	15817807
CCDS59995.1	15819437	15850695
CCDS159.2	15819437	15844773
CCDS158.1	15819437	15850695
CCDS30606.1	15855600	15894672
CCDS160.1	15900145	15911462
CCDS30607.1	15944165	15983128
CCDS161.1	15986363	15988217
CCDS44063.1	16011053	16060429
CCDS162.1	16062980	16065901
CCDS30608.1	16069054	16074127
CCDS44064.1	16091478	16101526
CCDS30609.1	16091478	16111156
CCDS163.1	16091478	16111156
CCDS164.1	16174562	16265922
CCDS55576.1	16268463	16273555
CCDS165.1	16268463	16274990
CCDS166.1	16330798	16332841
CCDS30611.1	16342074	16344458
CCDS57973.1	16349114	16360153
CCDS41269.1	16349114	16360153
CCDS167.1	16349114	16360153
CCDS168.1	16370987	16383411
CCDS57974.1	16375466	16383411
CCDS41270.1	16384931	16399937
CCDS169.1	16451709	16482427
CCDS170.1	16525081	16535549
CCDS171.1	16558542	16563237
CCDS30613.1	16577164	16641913
CCDS60000.1	16693752	16721635
CCDS44065.1	16693752	16721635
CCDS172.1	16725259	16757866
CCDS44067.1	16767256	16785385
CCDS44066.1	16767256	16785491
CCDS173.1	16767256	16785385
CCDS65427.1	16999497	17000007
CCDS30616.1	17248513	17298941
CCDS44071.1	17301414	17304768
CCDS174.1	17301414	17304768
CCDS44072.1	17312479	17338233
CCDS44073.1	17312715	17338233
CCDS175.1	17312715	17338233
CCDS176.1	17345375	17380514
CCDS177.1	17395538	17445866
CCDS178.1	17531712	17570738
CCDS179.1	17575632	17609574
CCDS180.1	17634717	17690250
CCDS181.1	17735585	17765010
CCDS30617.1	17907090	18023875
CCDS182.1	17907090	18023875
CCDS183.1	18149503	18153014
CCDS184.1	18434622	18704820
CCDS185.2	18807475	18809809
CCDS44075.1	18958097	19062533
CCDS44074.1	18958097	19071423
CCDS186.1	18958097	19062533
CCDS187.1	19166092	19186154
CCDS53272.1	19199338	19215924
CCDS188.1	19199338	19229017
CCDS44076.1	19235054	19282826
CCDS189.1	19401325	19536742
CCDS59191.1	19545796	19578003
CCDS59190.1	19545796	19578003
CCDS190.1	19545796	19578003
CCDS191.1	19578329	19585324
CCDS193.1	19609224	19615203
CCDS194.1	19630718	19638618
CCDS195.2	19644171	19655137
CCDS30618.1	19651157	19655137
CCDS41277.1	19666023	19811932
CCDS55579.1	19669255	19811932
CCDS30620.1	19923539	19952895
CCDS41278.1	19969805	19983622
CCDS196.2	19981523	19983622
CCDS197.1	19992246	20005861
CCDS198.1	20009532	20107251
CCDS199.1	20140910	20141594
CCDS41279.1	20209006	20234239
CCDS200.1	20246799	20250052
CCDS201.1	20302193	20305266
CCDS202.1	20411323	20417185
CCDS203.1	20440606	20445991
CCDS204.2	20465920	20474894
CCDS205.1	20517054	20517897
CCDS207.1	20810141	20811872
CCDS208.1	20827182	20834517
CCDS209.1	20879466	20880456
CCDS210.1	20915622	20945061
CCDS211.1	20960041	20977184
CCDS212.1	20978871	20987894
CCDS44079.1	20991076	21044199
CCDS213.1	20991076	21044199
CCDS44080.1	21048284	21054537
CCDS41280.1	21048284	21052550
CCDS30621.1	21071289	21106933
CCDS55580.1	21133811	21329235
CCDS214.1	21133811	21329235
CCDS59192.1	21267868	21329235
CCDS44083.1	21546447	21605927
CCDS44082.1	21546447	21616691
CCDS44081.1	21546447	21671871
CCDS215.1	21546447	21616907
CCDS57977.1	21771579	21809879
CCDS57976.1	21771579	21809879
CCDS216.1	21771579	21809879
CCDS217.1	21880574	21904141
CCDS53274.1	21887172	21904141
CCDS53275.1	21887222	21904141
CCDS53277.1	21924212	21978315
CCDS53276.1	21924212	21946525
CCDS218.1	21924212	21946525
CCDS30623.1	22005909	22109450
CCDS44084.1	22055054	22109450
CCDS30624.1	22138944	22148708
CCDS30625.1	22149808	22263710
CCDS219.1	22303532	22315772
CCDS220.1	22328167	22338960
CCDS222.1	22404971	22416525
CCDS221.1	22404971	22418010
CCDS223.1	22446542	22469415
CCDS224.1	22816441	22852889
CCDS30626.1	22890128	22915872
CCDS225.1	22890128	22928234
CCDS226.1	22964109	22965900
CCDS227.1	22970516	22974276
CCDS228.1	22985949	22987879
CCDS230.1	23037475	23240063
CCDS229.2	23037475	23240063
CCDS57978.1	23337393	23342266
CCDS53278.1	23346089	23409857
CCDS30627.1	23346089	23409857
CCDS30628.1	23415387	23420754
CCDS231.1	23519578	23520712
CCDS60020.1	23636946	23664327
CCDS44085.1	23636946	23667501
CCDS232.1	23636946	23667501
CCDS233.1	23688461	23694498
CCDS44086.1	23707958	23751126
CCDS44087.1	23756348	23810626
CCDS235.1	23756348	23810626
CCDS236.1	23836371	23857285
CCDS237.1	23885450	23885917
CCDS238.1	24018313	24022863
CCDS239.2	24069915	24086063
CCDS240.1	24105005	24113866
CCDS241.1	24119172	24121222
CCDS242.1	24122438	24125497
CCDS53279.1	24128952	24151905
CCDS243.1	24128952	24151905
CCDS244.2	24172204	24194776
CCDS245.1	24201024	24202107
CCDS246.1	24287947	24288367
CCDS53281.1	24294152	24306745
CCDS53280.1	24294152	24306745
CCDS30629.1	24294152	24306745
CCDS53283.1	24294415	24306745
CCDS53282.1	24297631	24306745
CCDS30630.1	24297631	24306745
CCDS41281.1	24383853	24435126
CCDS247.1	24447294	24469572
CCDS249.1	24483619	24513738
CCDS248.1	24483619	24513738
CCDS250.1	24484316	24513738
CCDS44088.1	24646041	24680978
CCDS252.2	24646041	24690861
CCDS251.1	24649575	24680978
CCDS53284.1	24658036	24680978
CCDS55581.1	24685032	24727878
CCDS253.1	24685032	24727856
CCDS30631.1	24746037	24795675
CCDS57982.1	24840862	24861735
CCDS57981.1	24840862	24861767
CCDS57980.1	24840862	24861735
CCDS57979.1	24840862	24861767
CCDS254.1	24840862	24861767
CCDS30632.1	24921921	24932238
CCDS255.1	24969817	24998777
CCDS256.1	25072044	25167428
CCDS30633.1	25228612	25291062
CCDS257.1	25228612	25256359
CCDS259.1	25549756	25558958
CCDS258.1	25549756	25558958
CCDS260.1	25569079	25573454
CCDS60031.1	25599038	25655506
CCDS60030.1	25599038	25655506
CCDS60029.1	25599038	25655627
CCDS60028.1	25599038	25655627
CCDS60027.1	25599038	25643543
CCDS53285.1	25599038	25655415
CCDS262.1	25599038	25655415
CCDS264.1	25666977	25687196
CCDS30635.1	25689017	25747277
CCDS30634.1	25689017	25747277
CCDS30637.1	25696985	25747277
CCDS30636.1	25696985	25747277
CCDS60034.1	25757589	25824957
CCDS30638.1	25757589	25824957
CCDS30639.1	25870189	25893483
CCDS265.1	25944288	26110280
CCDS41283.1	26126721	26142209
CCDS41282.1	26126721	26142209
CCDS44089.1	26149595	26156275
CCDS41284.1	26149595	26158517
CCDS266.1	26161483	26185848
CCDS267.1	26189289	26190330
CCDS44090.1	26212213	26231167
CCDS269.1	26227506	26231167
CCDS270.1	26288479	26317307
CCDS271.1	26349137	26361838
CCDS30644.1	26365650	26372387
CCDS272.1	26365650	26372387
CCDS273.1	26378363	26393985
CCDS274.1	26440799	26449068
CCDS41285.1	26487782	26488598
CCDS275.2	26496474	26497207
CCDS276.1	26504038	26516039
CCDS30645.1	26517118	26529033
CCDS60038.1	26566274	26603784
CCDS277.1	26566274	26603784
CCDS278.1	26606646	26607614
CCDS41288.1	26608789	26629374
CCDS41287.1	26608789	26629374
CCDS41286.1	26608789	26629374
CCDS30647.1	26644508	26646793
CCDS279.2	26688141	26695062
CCDS280.1	26737382	26752949
CCDS57984.1	26759436	26795622
CCDS57983.1	26759436	26795622
CCDS282.1	26759436	26795622
CCDS281.1	26759436	26795622
CCDS283.1	26799103	26801639
CCDS284.1	26856411	26900692
CCDS30649.1	26872391	26900692
CCDS44091.1	27022894	27107247
CCDS285.1	27022894	27107247
CCDS287.1	27117306	27124335
CCDS30650.1	27153295	27180334
CCDS288.1	27189703	27190450
CCDS289.1	27206167	27216587
CCDS290.1	27217500	27226933
CCDS291.1	27238335	27240431
CCDS292.1	27248339	27272672
CCDS293.1	27276559	27278871
CCDS41289.1	27320277	27320961
CCDS294.2	27332434	27339161
CCDS295.1	27426797	27480825
CCDS60044.1	27587545	27632874
CCDS296.1	27587545	27632874
CCDS297.2	27648688	27661957
CCDS53286.1	27671825	27680343
CCDS298.1	27671825	27680343
CCDS299.1	27681881	27693088
CCDS301.1	27695726	27701309
CCDS300.1	27695726	27701309
CCDS302.1	27706536	27709729
CCDS303.1	27720302	27721295
CCDS304.1	27734682	27755400
CCDS55582.1	27734818	27755400
CCDS30652.1	27873814	27878626
CCDS305.1	27939424	27950427
CCDS308.1	27992891	27995825
CCDS307.1	27992891	27995825
CCDS306.1	27992891	27995825
CCDS44095.1	28052591	28087092
CCDS44094.1	28052591	28087092
CCDS44093.1	28052591	28087092
CCDS44092.1	28052591	28087092
CCDS309.1	28052591	28087092
CCDS310.1	28099818	28148840
CCDS311.1	28157346	28176957
CCDS312.1	28167679	28176957
CCDS313.1	28173573	28176957
CCDS65461.1	28199082	28212433
CCDS41290.1	28199082	28212433
CCDS30654.1	28199082	28211942
CCDS30653.1	28199082	28211942
CCDS314.1	28218673	28240954
CCDS30656.1	28261694	28282710
CCDS30655.1	28261694	28285349
CCDS315.1	28286580	28293711
CCDS60051.1	28300976	28384537
CCDS60050.1	28300976	28365414
CCDS316.1	28300976	28384537
CCDS60052.1	28303792	28384537
CCDS318.1	28476503	28477532
CCDS41292.1	28527758	28559509
CCDS44096.1	28562694	28562967
CCDS320.1	28562694	28564308
CCDS319.1	28562694	28564489
CCDS321.1	28586358	28607313
CCDS322.1	28657173	28661481
CCDS41293.1	28733958	28823061
CCDS41294.1	28764895	28823061
CCDS41295.1	28856378	28864519
CCDS323.1	28856378	28864519
CCDS324.1	28879622	28904148
CCDS325.1	28920311	28920629
CCDS326.1	28930050	28948593
CCDS328.1	29010124	29041285
CCDS327.1	29010124	29041285
CCDS41296.1	29063632	29095464
CCDS53287.1	29068932	29095464
CCDS329.1	29138895	29189795
CCDS53289.1	29313949	29391691
CCDS53288.1	29313949	29442309
